scene_id,safe_directory,filename,valid_pixels,nan_count,zero_count,valid_percentage,real_mean,real_std,real_min,real_max,imag_mean,imag_std,imag_min,imag_max,amplitude_mean,amplitude_std,amplitude_min,amplitude_max,amplitude_median,phase_mean,phase_std,phase_min,phase_max,phase_circular_mean,phase_circular_variance,phase_circular_std
335f9a411884e9cbv,S1B_IW_SLC__1SDV_20201018T054753_20201018T054820_023863_02D58D_8CE7.SAFE,s1b-iw1-slc-vh-20201018t054754-20201018t054819-023863-02d58d-001_SARFish.tiff,285029283,0,36226849,100.0,-0.0027574815,14.997891,-3529.0,2966.0,0.029089043,15.006471,-3668.0,5422.0,15.748271,14.217105,0.0,6096.8047,13.892444,0.078970045,1.7004949,-3.1389046,3.1415927,0.010266005,0.8735023438930511,2.0334854313641126
335f9a411884e9cbv,S1B_IW_SLC__1SDV_20201018T054753_20201018T054820_023863_02D58D_8CE7.SAFE,s1b-iw2-slc-vh-20201018t054755-20201018t054820-023863-02d58d-002_SARFish.tiff,331309224,0,34412972,100.0,-0.0071014264,23.07619,-6541.0,9334.0,0.0011237991,23.071266,-6570.0,7978.0,22.926825,23.21976,0.0,9894.857,15.811388,0.068502165,1.7210786,-3.138719,3.1415927,-0.01389306,0.8952171206474304,2.1240832777445897
335f9a411884e9cbv,S1B_IW_SLC__1SDV_20201018T054753_20201018T054820_023863_02D58D_8CE7.SAFE,s1b-iw3-slc-vh-20201018t054753-20201018t054818-023863-02d58d-003_SARFish.tiff,318382830,0,31162632,100.0,0.002565823,18.202345,-4646.0,5784.0,0.0094051175,18.201643,-4255.0,5127.0,18.143103,18.260683,0.0,6370.0454,13.341663,0.08405993,1.7275264,-3.1384773,3.1415927,0.0012314179,0.9013760909438133,2.1524133252753788
3808f5703f0920bfv,S1A_IW_SLC__1SDV_20200421T050338_20200421T050406_032221_03BA14_7DD2.SAFE,s1a-iw3-slc-vh-20200421t050338-20200421t050406-032221-03ba14-003_SARFish.tiff,341956342,0,20759728,100.0,0.004107416,30.860744,-3417.0,5118.0,0.02912461,30.86008,-3412.0,3533.0,32.41209,29.226326,0.0,5437.0166,24.186773,0.0667002,1.7640727,-3.140158,3.1415927,0.03744345,0.9409502036869526,2.378812386777371
3808f5703f0920bfv,S1A_IW_SLC__1SDV_20200421T050338_20200421T050406_032221_03BA14_7DD2.SAFE,s1a-iw1-slc-vh-20200421t050339-20200421t050404-032221-03ba14-001_SARFish.tiff,272711592,0,22474879,100.0,-0.0024438456,23.275122,-4129.0,5132.0,-0.021248551,23.280958,-5154.0,5009.0,23.730442,22.816694,0.0,5646.9604,18.248287,0.061542723,1.7411201,-3.1404703,3.1415927,-0.018338349,0.916789136826992,2.229967431463891
3808f5703f0920bfv,S1A_IW_SLC__1SDV_20200421T050338_20200421T050406_032221_03BA14_7DD2.SAFE,s1a-iw2-slc-vh-20200421t050340-20200421t050405-032221-03ba14-002_SARFish.tiff,319875216,0,21123659,100.0,0.007942119,29.154968,-3392.0,9421.0,-0.011557466,29.145586,-3628.0,5485.0,30.725517,27.484999,0.0,9758.181,22.472204,0.062660724,1.7580546,-3.1407459,3.1415927,0.023923026,0.9349161982536316,2.337554098552182
75c03770095c6d9ev,S1A_IW_SLC__1SDV_20200522T050603_20200522T050631_032673_03C8C7_E420.SAFE,s1a-iw1-slc-vh-20200522t050603-20200522t050631-032673-03c8c7-001_SARFish.tiff,282946062,0,4621361,100.0,-0.007241044,48.99372,-2494.0,2712.0,0.011336016,48.99293,-4288.0,1773.0,58.668594,36.860218,0.0,4804.009,52.630787,0.028952356,1.8011508,-3.1387837,3.1415927,0.011373945,0.983775669708848,2.8709731080587098
75c03770095c6d9ev,S1A_IW_SLC__1SDV_20200522T050603_20200522T050631_032673_03C8C7_E420.SAFE,s1a-iw2-slc-vh-20200522t050604-20200522t050629-032673-03c8c7-002_SARFish.tiff,303170754,0,4978227,100.0,-0.02191589,29.064295,-5274.0,3040.0,-0.008624001,29.073814,-4295.0,6535.0,28.525614,29.602545,0.0,8397.696,17.20465,0.08216438,1.806077,-3.1397374,3.1415927,0.14412034,0.9855636265128851,2.911358555936001
75c03770095c6d9ev,S1A_IW_SLC__1SDV_20200522T050603_20200522T050631_032673_03C8C7_E420.SAFE,s1a-iw3-slc-vh-20200522t050605-20200522t050630-032673-03c8c7-003_SARFish.tiff,292915987,0,5419037,100.0,-0.0005517282,18.651726,-2339.0,2306.0,0.024530523,18.659992,-3357.0,3085.0,16.917995,20.245092,0.0,3499.6401,10.770329,0.122357994,1.8050016,-3.138719,3.1415927,0.15660822,0.98284912109375,2.8515630305169437
cdc04ca397865356v,S1A_IW_SLC__1SDV_20200706T074222_20200706T074242_033331_03DC92_2526.SAFE,s1a-iw3-slc-vh-20200706t074223-20200706t074242-033331-03dc92-003_SARFish.tiff,226466718,0,3530375,100.0,-0.0120264115,10.435357,-2702.0,2934.0,0.031068137,10.461019,-4615.0,4995.0,11.832416,8.85014,0.0,5678.9814,10.0,0.131264,1.8077515,-3.1376646,3.1415927,0.19293791,0.9856390850618482,2.9131580812018267
cdc04ca397865356v,S1A_IW_SLC__1SDV_20200706T074222_20200706T074242_033331_03DC92_2526.SAFE,s1a-iw1-slc-vh-20200706t074224-20200706t074240-033331-03dc92-001_SARFish.tiff,168649796,0,2073534,100.0,-0.0012866841,13.838416,-541.0,550.0,-0.002837027,13.839003,-308.0,848.0,17.059765,9.590873,0.0,875.07715,16.03122,0.08352809,1.8078935,-3.1309547,3.1415927,-0.014814662,0.9877373119816184,2.966881905777375
cdc04ca397865356v,S1A_IW_SLC__1SDV_20200706T074222_20200706T074242_033331_03DC92_2526.SAFE,s1a-iw2-slc-vh-20200706t074222-20200706t074241-033331-03dc92-002_SARFish.tiff,233942912,0,3077314,100.0,-0.0001854384,13.89444,-4572.0,5090.0,0.016946334,13.89534,-3916.0,4140.0,15.855235,11.608069,0.0,5100.3657,13.601471,0.09956111,1.8080883,-3.1379826,3.1415927,0.13240539,0.9873251197859645,2.9557175711216854
487b4884f467c94av,S1A_IW_SLC__1SDV_20200807T050319_20200807T050346_033796_03EB07_85FB.SAFE,s1a-iw1-slc-vh-20200807t050320-20200807t050345-033796-03eb07-001_SARFish.tiff,272689308,0,22264607,100.0,-0.014877521,28.420334,-3397.0,3656.0,0.012348453,28.424438,-3779.0,2693.0,29.436272,27.371046,0.0,4323.2905,21.954498,0.054648444,1.7416754,-3.139829,3.1415927,-0.0064199236,0.9178920164704323,2.235942765690552
487b4884f467c94av,S1A_IW_SLC__1SDV_20200807T050319_20200807T050346_033796_03EB07_85FB.SAFE,s1a-iw2-slc-vh-20200807t050321-20200807t050346-033796-03eb07-002_SARFish.tiff,319849108,0,21822876,100.0,-0.010294116,21.085,-3368.0,3567.0,-0.0009921304,21.090822,-2540.0,4457.0,20.128078,22.005938,0.0,4516.3867,13.928389,0.08807479,1.757879,-3.1401112,3.1415927,0.024051687,0.9332324415445328,2.3266018001673006
487b4884f467c94av,S1A_IW_SLC__1SDV_20200807T050319_20200807T050346_033796_03EB07_85FB.SAFE,s1a-iw3-slc-vh-20200807t050319-20200807t050345-033796-03eb07-003_SARFish.tiff,308240920,0,20814067,100.0,0.008781715,11.969252,-1358.0,1628.0,0.014201648,11.965633,-1805.0,1797.0,11.597099,12.326689,0.0,1905.229,9.219544,0.12539594,1.7582631,-3.1384966,3.1415927,0.021767993,0.9323829337954521,2.321161290883674
6a2b6ddecd398c6fv,S1B_IW_SLC__1SDV_20200511T062006_20200511T062033_021530_028E04_7727.SAFE,s1b-iw1-slc-vh-20200511t062007-20200511t062032-021530-028e04-001_SARFish.tiff,282193200,0,33513249,100.0,0.0011876508,12.789495,-1415.0,1462.0,-0.0005780614,12.788759,-1537.0,1423.0,14.830626,10.352574,0.0,1752.5575,14.142136,0.07643862,1.7078474,-3.1373732,3.1415927,-0.00020552624,0.8811874911189079,2.064077800851843
6a2b6ddecd398c6fv,S1B_IW_SLC__1SDV_20200511T062006_20200511T062033_021530_028E04_7727.SAFE,s1b-iw2-slc-vh-20200511t062008-20200511t062033-021530-028e04-002_SARFish.tiff,328574136,0,32917522,100.0,-0.0027521704,9.654141,-741.0,483.0,0.00021351346,9.654335,-435.0,954.0,11.301122,7.66121,0.0,1201.6643,10.630146,0.10164487,1.7271746,-3.1281707,3.1415927,-0.0001760926,0.9000297486782074,2.1461046684791913
6a2b6ddecd398c6fv,S1B_IW_SLC__1SDV_20200511T062006_20200511T062033_021530_028E04_7727.SAFE,s1b-iw3-slc-vh-20200511t062006-20200511t062031-021530-028e04-003_SARFish.tiff,315773326,0,30204424,100.0,0.0040290956,9.05082,-1707.0,1368.0,0.0069683753,9.048845,-1389.0,1683.0,10.076665,7.8904705,0.0,1713.4038,9.0,0.11969055,1.7312318,-3.1374433,3.1415927,0.004428735,0.9037629812955856,2.163765784697405
9c418af4acd217d1v,S1B_IW_SLC__1SDV_20200527T054812_20200527T054838_021763_0294E5_89D9.SAFE,s1b-iw1-slc-vh-20200527t054812-20200527t054838-021763-0294e5-001_SARFish.tiff,284959440,0,35306939,100.0,-0.012453077,24.487099,-5590.0,6625.0,-0.04506076,24.491205,-4729.0,5853.0,25.66355,23.255545,0.0,6730.669,20.615528,0.051597223,1.7028698,-3.1398585,3.1415927,-0.009379925,0.877006433904171,2.0472533957191676
9c418af4acd217d1v,S1B_IW_SLC__1SDV_20200527T054812_20200527T054838_021763_0294E5_89D9.SAFE,s1b-iw2-slc-vh-20200527t054813-20200527t054838-021763-0294e5-002_SARFish.tiff,331093000,0,35207995,100.0,-0.00040550542,9.124156,-3141.0,1723.0,-0.00025820843,9.118703,-1115.0,2170.0,10.599201,7.3524733,0.0,3236.3992,10.0,0.106397174,1.7213062,-3.138413,3.1415927,-0.00032155967,0.8936996087431908,2.1173031492708208
9c418af4acd217d1v,S1B_IW_SLC__1SDV_20200527T054812_20200527T054838_021763_0294E5_89D9.SAFE,s1b-iw3-slc-vh-20200527t054812-20200527t054837-021763-0294e5-003_SARFish.tiff,318201075,0,33085765,100.0,0.007250956,7.017716,-547.0,363.0,0.003910952,7.0181255,-962.0,401.0,8.079795,5.7636614,0.0,1054.9564,7.28011,0.13797538,1.7238363,-3.1266685,3.1415927,0.0032748603,0.8954205811023712,2.1249981208330633
5c3d986db930f848v,S1B_IW_SLC__1SDV_20200803T075720_20200803T075748_022756_02B2FF_E5D2.SAFE,s1b-iw3-slc-vh-20200803t075722-20200803t075747-022756-02b2ff-003_SARFish.tiff,290289848,0,5331284,100.0,-0.0008442321,13.978048,-1791.0,1381.0,0.0063587963,13.975252,-914.0,1406.0,13.854785,14.097484,0.0,1791.4031,10.0,0.12387159,1.8025063,-3.1388605,3.1415927,-0.00045229276,0.9802530612796545,2.801698342488168
5c3d986db930f848v,S1B_IW_SLC__1SDV_20200803T075720_20200803T075748_022756_02B2FF_E5D2.SAFE,s1b-iw1-slc-vh-20200803t075720-20200803t075748-022756-02b2ff-001_SARFish.tiff,279535935,0,3830712,100.0,-0.007010079,21.904808,-5198.0,5195.0,-0.0325207,21.910852,-6519.0,5284.0,24.9014,18.43459,0.0,6778.019,20.615528,0.066165864,1.8070937,-3.13908,3.1415927,-0.04097336,0.9874104522168636,2.9580021468231488
5c3d986db930f848v,S1B_IW_SLC__1SDV_20200803T075720_20200803T075748_022756_02B2FF_E5D2.SAFE,s1b-iw2-slc-vh-20200803t075721-20200803t075746-022756-02b2ff-002_SARFish.tiff,299990055,0,4519704,100.0,-0.018925028,17.779003,-1155.0,2480.0,0.0021998629,17.77809,-2489.0,1397.0,19.262346,16.159203,0.0,2684.2402,15.0,0.08755928,1.8052961,-3.1386771,3.1415927,-0.06741247,0.9844700628891587,2.886168980277151
c5ea6da5405bfac0v,S1B_IW_SLC__1SDV_20200929T170920_20200929T170947_023593_02CD35_0989.SAFE,s1b-iw1-slc-vh-20200929t170921-20200929t170946-023593-02cd35-001_SARFish.tiff,272050740,0,23380837,100.0,-0.0006812479,12.183211,-2298.0,1244.0,0.0001826277,12.182538,-1216.0,1786.0,14.4293,9.414802,0.0,2390.6245,13.601471,0.083824605,1.7396046,-3.1373553,3.1415927,0.00039638122,0.9140738323330879,2.215521097604418
c5ea6da5405bfac0v,S1B_IW_SLC__1SDV_20200929T170920_20200929T170947_023593_02CD35_0989.SAFE,s1b-iw2-slc-vh-20200929t170922-20200929t170947-023593-02cd35-002_SARFish.tiff,318983808,0,22487677,100.0,-0.01470062,19.224201,-4753.0,8691.0,-0.0009544936,19.221823,-5689.0,3705.0,19.515759,18.925798,0.0,9615.105,14.142136,0.080796525,1.7537671,-3.139677,3.1415927,-0.017939255,0.9290458932518959,2.300313889349206
c5ea6da5405bfac0v,S1B_IW_SLC__1SDV_20200929T170920_20200929T170947_023593_02CD35_0989.SAFE,s1b-iw3-slc-vh-20200929t170920-20200929t170945-023593-02cd35-003_SARFish.tiff,307118600,0,19661292,100.0,-0.019791031,22.412153,-4511.0,18695.0,0.017286325,22.393045,-9933.0,15757.0,23.366816,21.39485,0.0,21798.328,18.027758,0.074857384,1.7596486,-3.1396434,3.1415927,0.003816309,0.9357779696583748,2.343249442722905
4a97701b4bd81bf7v,S1A_IW_SLC__1SDV_20200403T054834_20200403T054901_031959_03B0CA_FD46.SAFE,s1a-iw1-slc-vh-20200403t054835-20200403t054900-031959-03b0ca-001_SARFish.tiff,279659520,0,30317747,100.0,0.024663683,19.551304,-2301.0,2929.0,0.0010126636,19.557734,-2922.0,3613.0,21.845615,16.956701,0.0,3745.9163,19.723083,0.05694272,1.715618,-3.139267,3.1415927,-0.0030006692,0.8905676081776619,2.103543841564372
4a97701b4bd81bf7v,S1A_IW_SLC__1SDV_20200403T054834_20200403T054901_031959_03B0CA_FD46.SAFE,s1a-iw2-slc-vh-20200403t054836-20200403t054901-031959-03b0ca-002_SARFish.tiff,326312160,0,28914815,100.0,0.0023660627,18.755056,-7714.0,9088.0,0.013009611,18.746836,-5688.0,5911.0,19.741228,17.70544,0.0,9218.683,16.40122,0.07316297,1.7368127,-3.1401045,3.1415927,0.0137481075,0.9118206575512886,2.203806958878699
4a97701b4bd81bf7v,S1A_IW_SLC__1SDV_20200403T054834_20200403T054901_031959_03B0CA_FD46.SAFE,s1a-iw3-slc-vh-20200403t054834-20200403t054859-031959-03b0ca-003_SARFish.tiff,313826661,0,26220039,100.0,0.0014715003,15.953796,-6074.0,2594.0,0.017083,15.954958,-4806.0,3228.0,16.415665,15.479245,0.0,6372.0444,13.152946,0.08927304,1.7422698,-3.1388378,3.1415927,0.014641383,0.9167517423629761,2.2297659427059164
f298dbd78ef977d5v,S1A_IW_SLC__1SDV_20200427T054835_20200427T054902_032309_03BD1A_0BE5.SAFE,s1a-iw1-slc-vh-20200427t054836-20200427t054901-032309-03bd1a-001_SARFish.tiff,279808854,0,30610909,100.0,0.021035302,16.997046,-2700.0,2807.0,0.0016472995,17.002836,-2221.0,3225.0,18.372267,15.506613,0.0,3391.9355,16.124516,0.06773622,1.7152398,-3.1398036,3.1415927,-0.0049549513,0.8894457891583443,2.098689725745586
f298dbd78ef977d5v,S1A_IW_SLC__1SDV_20200427T054835_20200427T054902_032309_03BD1A_0BE5.SAFE,s1a-iw2-slc-vh-20200427t054837-20200427t054902-032309-03bd1a-002_SARFish.tiff,326217952,0,29448606,100.0,0.002018304,18.877956,-6290.0,5638.0,0.014752425,18.885918,-6362.0,8277.0,17.858185,19.85305,0.0,9307.107,13.038404,0.089844644,1.7364933,-3.139002,3.1415927,0.022858744,0.910656750202179,2.197848760993587
f298dbd78ef977d5v,S1A_IW_SLC__1SDV_20200427T054835_20200427T054902_032309_03BD1A_0BE5.SAFE,s1a-iw3-slc-vh-20200427t054835-20200427t054900-032309-03bd1a-003_SARFish.tiff,313724329,0,27302251,100.0,0.009559635,16.101387,-5388.0,2702.0,0.010680224,16.104847,-4600.0,4322.0,14.556642,17.513536,0.0,5648.3247,9.899495,0.11460742,1.7404928,-3.1398351,3.1415927,0.021648245,0.9137115180492401,2.213621085474553
39268d50efe8dae9v,S1B_IW_SLC__1SDV_20200221T054744_20200221T054811_020363_026919_0E4E.SAFE,s1b-iw1-slc-vh-20200221t054745-20200221t054810-020363-026919-001_SARFish.tiff,285110160,0,36064316,100.0,-0.0033350864,16.351646,-6768.0,3362.0,0.02532703,16.350039,-5058.0,5213.0,17.359043,15.276218,0.0,6878.503,15.264338,0.07165259,1.7006261,-3.138487,3.1415927,0.008037052,0.8740161657333374,2.035486025367245
39268d50efe8dae9v,S1B_IW_SLC__1SDV_20200221T054744_20200221T054811_020363_026919_0E4E.SAFE,s1b-iw2-slc-vh-20200221t054745-20200221t054811-020363-026919-002_SARFish.tiff,331405074,0,34163030,100.0,-0.009746471,24.884268,-7361.0,7029.0,0.0062851273,24.886032,-7994.0,9071.0,24.730217,25.039183,0.0,10252.857,17.464249,0.0634629,1.7217425,-3.1397545,3.1415927,-0.009177669,0.896299384534359,2.1289655838951687
39268d50efe8dae9v,S1B_IW_SLC__1SDV_20200221T054744_20200221T054811_020363_026919_0E4E.SAFE,s1b-iw3-slc-vh-20200221t054744-20200221t054809-020363-026919-003_SARFish.tiff,318512655,0,31109206,100.0,0.00025752196,20.40088,-4396.0,5095.0,0.0083248215,20.396988,-4186.0,4840.0,19.384811,21.364912,0.0,6340.206,13.416409,0.08320955,1.7281377,-3.1391478,3.1415927,0.0017483366,0.9019636735320091,2.155187783350197
a9a58462f221a9eev,S1B_IW_SLC__1SDV_20200402T170911_20200402T170938_020968_027C5A_2EF6.SAFE,s1b-iw1-slc-vh-20200402t170912-20200402t170937-020968-027c5a-001_SARFish.tiff,271949586,0,22982794,100.0,0.044428438,15.5582285,-1939.0,1471.0,-0.01962346,15.554904,-1283.0,1160.0,18.408957,12.046854,0.0,2131.419,17.464249,0.06619261,1.7382195,-3.135911,3.1415927,-0.008671754,0.9137697741389275,2.2139261571854023
a9a58462f221a9eev,S1B_IW_SLC__1SDV_20200402T170911_20200402T170938_020968_027C5A_2EF6.SAFE,s1b-iw2-slc-vh-20200402t170913-20200402t170938-020968-027c5a-002_SARFish.tiff,318881178,0,21786435,100.0,-0.018396875,19.98884,-4859.0,3655.0,0.0079402495,19.99289,-3921.0,3980.0,21.86823,17.917984,0.0,5593.5967,18.384775,0.06696909,1.7559621,-3.140154,3.1415927,0.0027141091,0.9322674125432968,2.3204257643650976
a9a58462f221a9eev,S1B_IW_SLC__1SDV_20200402T170911_20200402T170938_020968_027C5A_2EF6.SAFE,s1b-iw3-slc-vh-20200402t170911-20200402t170936-020968-027c5a-003_SARFish.tiff,307018300,0,19050976,100.0,0.0056709256,23.602512,-5031.0,16334.0,0.004896503,23.664139,-6978.0,21432.0,25.45625,21.657589,0.0,22862.6,21.023798,0.061295055,1.7606379,-3.1399887,3.1415927,0.0022520195,0.9377250149846077,2.3563511870915494
a6073537a4ea5fb9v,S1B_IW_SLC__1SDV_20200807T054751_20200807T054818_022813_02B4C5_01F5.SAFE,s1b-iw1-slc-vh-20200807t054752-20200807t054817-022813-02b4c5-001_SARFish.tiff,285122407,0,36251947,100.0,-0.005644383,15.442755,-3559.0,5988.0,0.02520423,15.435463,-3574.0,3649.0,15.802779,15.066625,0.0,5988.0337,13.453625,0.07964117,1.700683,-3.1387107,3.1415927,0.008933814,0.8736073970794678,2.0338939599596304
a6073537a4ea5fb9v,S1B_IW_SLC__1SDV_20200807T054751_20200807T054818_022813_02B4C5_01F5.SAFE,s1b-iw2-slc-vh-20200807t054753-20200807t054818-022813-02b4c5-002_SARFish.tiff,331161831,0,34509348,100.0,-0.0071602515,25.927328,-6012.0,6147.0,-0.00082691596,25.952112,-8083.0,7901.0,25.069864,26.781378,0.0,9928.239,15.297058,0.0692748,1.7202715,-3.1400518,3.1415927,-0.018069565,0.8942937478423119,2.119948696468765
a6073537a4ea5fb9v,S1B_IW_SLC__1SDV_20200807T054751_20200807T054818_022813_02B4C5_01F5.SAFE,s1b-iw3-slc-vh-20200807t054751-20200807t054816-022813-02b4c5-003_SARFish.tiff,318278970,0,31488917,100.0,-0.009020417,21.01559,-6104.0,5292.0,0.01253392,21.006365,-4937.0,5386.0,20.117704,21.867916,0.0,6129.543,12.806249,0.087937884,1.7259405,-3.1391945,3.1415927,-0.0019863856,0.8994913995265961,2.1436006989617753
eeddcc0db3cff0d8v,S1B_IW_SLC__1SDV_20200807T054816_20200807T054843_022813_02B4C5_5575.SAFE,s1b-iw1-slc-vh-20200807t054817-20200807t054842-022813-02b4c5-001_SARFish.tiff,284982721,0,35284549,100.0,-0.010800252,27.668879,-4746.0,5344.0,-0.048072144,27.698694,-4898.0,6548.0,28.824894,26.493616,0.0,6572.073,22.022717,0.049247142,1.7029833,-3.1402376,3.1415927,-0.009378242,0.8771986216306686,2.048017108730361
eeddcc0db3cff0d8v,S1B_IW_SLC__1SDV_20200807T054816_20200807T054843_022813_02B4C5_5575.SAFE,s1b-iw2-slc-vh-20200807t054818-20200807t054843-022813-02b4c5-002_SARFish.tiff,331147056,0,35688341,100.0,0.0007048953,8.301817,-1462.0,873.0,-0.00053632364,8.301024,-1281.0,1128.0,9.635459,6.707128,0.0,1764.8674,9.055386,0.11515862,1.7201581,-3.1299653,3.1415927,-0.0004167634,0.892175480723381,2.1105687360637138
